id,Title,Content,"Attachment URL",Categories,Tags
110,Culture,"Culture is the beginning, end, and everything between of what we do.  It creates the pillars and it can knock them down.  It might be where you have the biggest impact on the company.  There is nothing to tell you here, rather you’ll have to show Firetoss your culture.  But here are some rules:
<ul>
 	<li>Be awesome.</li>
 	<li>Work Hard.</li>
 	<li>Learn every day.</li>
 	<li>Communicate</li>
 	<li>Represent the company well.</li>
 	<li>Make this a place that you want to be at.</li>
</ul>
<img class=""aligncenter size-full wp-image-145"" src=""http://wiki.devft.com/wp-content/uploads/2017/11/FT-Culture-Stick-Figures.jpg"" alt="""" width=""1000"" height=""200"" />",,"Employee Handbook>The Pillars",
113,Glossary,"<strong>The Budget </strong>- It's like dried-up hot sauce, elmer's glue, and tree sap mixed together and thrown onto some fly paper:  you'll stick to it.

<strong>Culture</strong> – The essence of everything we do.

<strong>Finance</strong> – Why we’re here.

<strong>Halloween </strong>- If you don't dress up, don't bother coming to work.  You're not allowed to have the day off.

<strong>People</strong> – Most of them suck if they’re not Firetoss employees.

<strong>Pipeline</strong> – The line of companies waiting to give us money.

<strong>PPC</strong> – Pay Per Click.  Those Ads at the top of Google searches cost money.  If you have a second, click on our competitor’s Ads.

<strong>Product</strong> – What outsiders see.  Hopefully it’s not gross or domestic.

<strong>Roadhouse - </strong>The pool room that is sometimes desecrated with internal meetings.

<strong>Jaron Robbins</strong> – MBA

<strong>SEO</strong> – Search Engine Optimization.  Trying to decipher Google’s complicated algorithms for financial gain.  Don’t click on our competitor’s links.

<strong>Systems</strong> – Processes.  Procedures.  Pains in the butt.",,"Firetoss General",
118,"Sales to Production Handoff","<h2>The Process</h2>
A lead is identified (Corp Marketing)
- Lead must be entered into Zoho and assigned to a Sales Rep

A lead is qualified (Sales Rep)
- Lead in Zoho must be converted to an account
- Potential(s) must be added to that account

A quote is provided (Sales Rep)
- Digital copy of quote should be uploaded to appropriate potential
- NOTE: Terms other than Annual Contracts paid monthly and 50/40/10 Projects must be approved by the Accounting Team before being sent to client
- NOTE: Quotes outside of our normal offerings must be approved by VP of Sales before being sent to the client
- NOTE: Quotes should be approved by the VP of Sales before submitted to client

A quote is accepted/signed (Sales Rep)
- Potential set as ""Closed/Won"" <em>after</em> all required paperwork is completed
- Zoho will alert Accounting and Production of Potential being Won

Paperwork is processed (Accounting) (This happens simultaneously with Initial Client Contact)
- Accounting processes paperwork
- Accounting sends invoice for initial deposit
- Accounting uploads, or copies over digital paperwork from Potential to Account
- If any issue is discovered, Accounting will alert Sales and Production teams accordingly

Initial Client Contact is made (Production Team) (This happens simultaneously with Paperwork Processing)
- Team Lead sends out ""Excited to work with you"" email to client
- Team Lead schedules internal kickoff with Sales rep
- Team Lead schedules external kickoff with Sales rep and Client
- Any identified inconsistencies are addressed

Project officially begins on external kickoff date
<h2>Timelines</h2>
Target timeline from Client Signature to Initial Contact is two business days. To achieve this, the following must happen:
<ul>
 	<li>Sales Rep submits <em>complete</em> paperwork, including initial deposit to accounting, at same time as setting Potential as Closed-Won</li>
 	<li>Accounting processes paperwork same business day</li>
 	<li>Production team reviews contract, drafts and sends out initial email contact by next business day</li>
</ul>
Notes and Comments:
- Previously, sales reps were responsible for scheduling internal and external kickoffs. This has changed.
- Time from Signed Date and Project Start date is dependent on handoff to accounting, time to process paperwork, time to receive initial deposit, and client's availability for external kickoff",,"Firetoss General",
119,"BI Product","We have a whitelabled BI solution! It has the following features:
<ul>
 	<li>Single dashboard to show Quickbooks, Google Analytics, and WooCommerce metrics</li>
 	<li>Max of 45 metrics per dashboard</li>
 	<li>Potentially unlimited dashboards per client (see pricing)</li>
 	<li>Over 150 out-of-the-box integrations (see pricing)</li>
 	<li>Ability to integrate with any custom REST API (see pricing)</li>
</ul>
The login to our system is below:

https://dashboard.firetoss.com/login
Email: analytics@firetoss.com
Password: FireT055!

Note: All clients will utilize this same login. Their individual account will provide them access to their respective dashboards.

Recommended Pricing Structure:
<ul>
 	<li>Base price: $200/mo
<ul>
 	<li>Initial setup of one of our template dashboards</li>
 	<li>Unlimited user accounts</li>
 	<li>One dashboard</li>
</ul>
</li>
 	<li>Additional dashboards: $100/mo per board</li>
 	<li>Custom metrics or modifications: $150/hour</li>
 	<li>25% discount for bundling with a marketing contract</li>
</ul>
Screenshots:

<a href=""/wp-content/uploads/2017/11/Investor.png"">Grow Template Investor Dashboard</a>
<a href=""/wp-content/uploads/2017/11/Ecommerce.png"">Grow Template Ecommerce Dashboard</a>
<a href=""/wp-content/uploads/2017/11/Marketing.png"">Grow Template Marketing Dashboard</a>
<a href=""/wp-content/uploads/2017/11/Grow1.png"">Firetoss Branded Login</a>
<a href=""/wp-content/uploads/2017/11/Grow2.png"">Firetoss Branded Example Dashboard</a>
<a href=""/wp-content/uploads/2017/11/Grow3.png"">Firetoss Branded Ecommerce Dashboard</a>

&nbsp;",,Departments>Sales,
139,"Employee Exit Process","In Preperation:
<ul>
 	<li>Inform employee of final day of work</li>
 	<li>Inform direct manager, senior level manager, and accounting</li>
 	<li>Accounting to inform BBSI
<ul>
 	<li>If insured, have employee complete an insurance change form</li>
</ul>
</li>
 	<li>Direct employee to sync any code/assets/files to appropriate systems</li>
 	<li>If client facing, create strategy for client migration</li>
 	<li>If assigned to projects, create strategy for project migration</li>
 	<li>If training replacement, create appropriate strategy</li>
</ul>
By last day:
<ul>
 	<li>Ensure employee has synced code/assets/files</li>
 	<li>Recover any equipment assigned to employee</li>
 	<li>Recover office key/access, if any</li>
 	<li>Recover any credit cards or checks, if any</li>
 	<li>Disable accounts, and create backups of files if appropriate
<ul>
 	<li>Harvest
<ul>
 	<li>Archive user</li>
</ul>
</li>
 	<li>Asana
<ul>
 	<li>Remove user from each applicable team</li>
</ul>
</li>
 	<li>Dropbox
<ul>
 	<li>Delete user</li>
 	<li>assign files to scorch@firetoss.com</li>
 	<li>set files to delete from user's computer next time they come online</li>
 	<li>If warned about personal files, convert to an individual account instead</li>
</ul>
</li>
 	<li>1password
<ul>
 	<li>Delete user</li>
</ul>
</li>
 	<li>Zoho CRM
<ul>
 	<li>Archive user</li>
</ul>
</li>
 	<li>Zoho Projects
<ul>
 	<li>Delete user</li>
</ul>
</li>
 	<li>Adobe Cloud
<ul>
 	<li>Unassign license. Note: some use ""shared"" licenses</li>
</ul>
</li>
 	<li>Slack</li>
 	<li>QuickBooks</li>
 	<li>Gmail
<ul>
 	<li>Make backup of user by logging into their account and going to https://support.google.com/accounts/answer/3024190?hl=en</li>
 	<li>Delete account from admin user, transfer files to scorch@firetoss.com when deleting</li>
</ul>
</li>
</ul>
</li>
</ul>",,Departments>Admin,
140,"New Hire Process","Accounting Tasks:

TBD

Equipment Allocation:

TBD

System Setup:
<ul>
 	<li>Create firetoss gmail account (send login instructions to their personal email). All further setups should be sent to their firetoss gmail.</li>
 	<li>If appropriate, create:
<ul>
 	<li>Harvest (if employee needs to track time)</li>
 	<li>Asana (if employee's team tracks tasks here)</li>
 	<li>Zoho CRM (if employee's role requires this)</li>
 	<li>QuickBooks (if employee's role requires this)</li>
</ul>
</li>
 	<li>Dropbox</li>
 	<li>1password</li>
 	<li>Slack</li>
</ul>",,Departments>Admin,
143,"New Site Checklist","[gravityform id=""1"" title=""false"" description=""false""]",,Departments>Web,
152,"Buying Plugins for Clients","If a client requests us to install a plugin OR the functionality that the client wants requires a plugin:
<ul>
 	<li></li>
</ul>",,,
330,Overview,"This is the employee portal for our payroll company. You can use this to view your check stubs, direct deposit, and other information.

The TL;DR - go to https://bbsiportal.bbsihq.com/hrp/HrpWeb

- Click Registration

- Enter your info

- Check your e-mail for your password

- Log in, change your password",http://wiki.devft.com/wp-content/uploads/2017/12/Employee-Self-Service-Set-Up-Guide.docx,"Employee Handbook>Employee Portal",
332,"Expense Form","Please fill out the form and get it approved by your manager. Once complete, email the form and any receipts to accounting.
<a href=""http://wiki.devft.com/wp-content/uploads/2017/12/Interactive-Expense-Form.docx"">Expense Form</a>

[gravityform id=""3"" title=""true"" description=""true""]",http://wiki.devft.com/wp-content/uploads/2017/12/Interactive-Expense-Form.docx,"Firetoss General>Forms",
353,"Driver Recruiting Process","This is the process that we go through to recruit truck drivers. This great material was created by Hans.

[embeddoc url=""http://wiki.devft.com/wp-content/uploads/2017/12/Lead-Gen-Process.pptx.pdf"" download=""none""]",http://wiki.devft.com/wp-content/uploads/2017/12/Lead-Gen-Process.pptx.pdf,"Departments>Lead Gen",
358,Registration,"[embeddoc url=""http://wiki.devft.com/wp-content/uploads/2017/12/Registration.pdf"" download=""none""]",http://wiki.devft.com/wp-content/uploads/2017/12/Registration.pdf,"Employee Handbook>Employee Portal",
361,"Password Change","[embeddoc url=""http://wiki.devft.com/wp-content/uploads/2017/12/Password.pdf"" download=""none""]",http://wiki.devft.com/wp-content/uploads/2017/12/Password.pdf,"Employee Handbook>Employee Portal",
364,"Employee Information","[embeddoc url=""http://wiki.devft.com/wp-content/uploads/2017/12/Employee-Information.pdf"" download=""none""]",http://wiki.devft.com/wp-content/uploads/2017/12/Employee-Information.pdf,"Employee Handbook>Employee Portal",
368,"Payroll Information","[embeddoc url=""http://wiki.devft.com/wp-content/uploads/2017/12/Payroll-Information.pdf"" download=""none""]",http://wiki.devft.com/wp-content/uploads/2017/12/Payroll-Information.pdf,"Employee Handbook>Employee Portal",
370,"Password Retrieval","[embeddoc url=""http://wiki.devft.com/wp-content/uploads/2017/12/Password-Retrieval.pdf"" download=""none""]",http://wiki.devft.com/wp-content/uploads/2017/12/Password-Retrieval.pdf,"Employee Handbook>Employee Portal",
376,"Dat Cache","<div class=""markdown-body"">
          <p><em>If magento isn't added to your PATH, you may need to do add <code>php</code> to the beginning of these commands.</em></p>
<p><strong>For clearing the cache:</strong></p>
<p><code>bin/magento cache:clean</code></p>
<p><strong>For indexing new xml files:</strong></p>
<p><code>bin/magento index:reindex</code></p>
<p><code>bin/magento cache:clean</code></p>
<p><strong>For updating or adding new plugins:</strong></p>
<p><code>bin/magento setup:upgrade</code></p>
<p><code>-d memory_limit=-1 bin/magento setup:static-content:deploy</code></p>
<p><em>the memory_limit flag is to avoid changing php.ini just so we can compile. You can omit it if you aren't running out of memory.</em></p>
<p><code>bin/magento index:reindex</code></p>
<p><code>bin/magento cache:clean</code></p>
<p><strong>If you need a ""complete refresh"":</strong></p>
<p><code>bin/magento setup:upgrade</code></p>
<p><code>-d memory_limit=-1 bin/magento setup:di:compile</code></p>
<p><code>-d memory_limit=-1 bin/magento setup:static-content:deploy</code></p>
<p><code>bin/magento index:reindex</code></p>
<p><code>bin/magento cache:clean</code></p>

        </div>",,Departments>Web>Magento,
378,"Restoring S3 Backups","<div class=""markdown-body"">
          <p>Amazon S3 is the service we use to store our server backups. If you need to restore a backup or clone a site, downloading from S3 is likely the quickest way to do so.</p>
<p>Upon logging in and navigating to S3, you should be presented with the following screen:</p>
<img src=""https://camo.githubusercontent.com/ac8db22024c01ecb622f6a770e6da238bc61e768/68747470733a2f2f692e696d6775722e636f6d2f6e55664842754d2e706e67"" alt=""S3 Dashboard"" data-canonical-src=""https://i.imgur.com/nUfHBuM.png"">
<p>The Devft bucket contains Wordpress, Devft, and Magento backups.</p>
<p>Once you find the archive file (tar.gz) you want to download, give it a click.</p>
<img src=""https://camo.githubusercontent.com/2a151f41b285dc7869523d74ab1ad5e80e44d5af/68747470733a2f2f692e696d6775722e636f6d2f363976485063772e706e67"" alt=""File Options"" data-canonical-src=""https://i.imgur.com/69vHPcw.png"">
<p>Click ""Make Public"" and copy the link.</p>
<p>Inside the desired folder, <code>mkdir tmp</code> and <code>cd tmp</code></p>
<p>On the destination server. use <code>wget</code> to download the archive from the link you just copied.</p>
<p>Extract the files using <code>tar -xzvf filename.tar.gz</code></p>
<p>You should now have something similar to this:</p>
<img src=""https://camo.githubusercontent.com/2cf09388b53bed82425e1348b207faf851144427/68747470733a2f2f692e696d6775722e636f6d2f526a37663047572e706e67"" alt=""Archive Contents"" data-canonical-src=""https://i.imgur.com/Rj7f0GW.png"">
<p>The site files are inside of <code>homedir/public_html</code>. You can do <code>mv homedir/public_html/* /home/devft/somesite.devft.com</code></p>
<p>Then you just need to import the database which is inside the <code>mysql</code> directory. You can do so logged in as root with <code>mysql desired_db &lt; databasefile.sql</code></p>
<p>Now that the files are moved, you can move up a directory (<code>cd ..</code>) and <code>rm -rf tmp</code></p>
<p>Finally, if it's a Wordpress installation you just need to update URLs in the database. You can easily do this with <code>wp search-replace http://olddomain.com http://newdomain.com</code></p>

        </div>
",,Departments>Web,
384,"Footer Links","Design team,
<div></div>
<div>Please be aware that, as of 11am on January 17th, 2018, Tony has decreed that we will by default put the ""Web Design by Firetoss"" links in the footer of sites we build. It will be the Design team's responsibility to make sure it's included on all designs. Unless a client specifically requests it be removed. In which case we'll be cool with that.</div>
<div></div>
<div>Additionally, the Marketing team is coming up with a ""deep link"" strategy (i.e. like in the Legend of Zelda when you swim really far underwater to Zora's Domain). They will provide us with a list of <a href=""http://firetoss.com/"" target=""_blank"" rel=""noopener"" data-saferedirecturl=""https://www.google.com/url?hl=en&amp;q=http://firetoss.com&amp;source=gmail&amp;ust=1516309965958000&amp;usg=AFQjCNF97L5rpZHjy5_bS9YrVHeViclnhQ"">firetoss.com</a> sub pages, the verbiage for the associated link, and the frequency of links that should be that way. (this article will be updated at that point)</div>
<div></div>
<div>Once we get that, we'll have our support team gradually go through the sites we host and add in the appropriate footer link.</div>",,Departments>Web>Design,
386,"Basic Wordpress On-Site Optimization","New to on-site optimization? Well let's take a look at some basic wordpress elements and explore the ways to make changes to improve SEO for wordpress-based websites.

&nbsp;

<span style=""text-decoration: underline;""><strong>BASIC WORDPRESS NAVIGATION</strong></span>

There are a few basic navigation tools you will find on the back-end of all wordpress sites. Keep in mind that SOME of these navigation tools (such as Yoast) are plugins which may or may not be installed on the site you're working on.

<img class=""alignnone size-full wp-image-387"" src=""http://wiki.devft.com/wp-content/uploads/2018/01/On-Site-Optimization-Wordpress-Navigation.png"" alt="""" width=""1028"" height=""578"" />

&nbsp;

<span style=""text-decoration: underline;""><strong>Elements of a Page/Product/Post</strong></span>

There are several elements that make up a basic web page, product page or blog post.

<strong><em>Meta Descriptions &amp; Titles</em></strong>
<ul>
 	<li>Meta descriptions focus on the highest traffic pages first (for large websites). It is important to add page-targeted keywords to the Meta Titles and you must make sure that both the title AND the descriptions sell your brand/story and entice your searcher to click through to view your page.</li>
 	<li>Your Meta Description is PRIME REAL ESTATE so be sure to watch the length. You can preview your description to make sure that it is not cut-off. Cut-off metas are often viewed as wasteful and tacky to the user and may have a negative impact on your CTR (click-thru rate).</li>
 	<li>When writing a meta description, you can use the last part to highlight something unique about your site or to offer an additional benefit to the searcher. EX: Free Shipping!, Best Savings on Laptops!, Widest Selection of Kid's Horse Jumps!.</li>
 	<li>If you have pages that you don't want to accidentally rank, you MUST use the Yoast Plugin to set them to ""noindex."" Some pages that you might want to consider for noindex are: My Account, Cart, Pagination (page 2,3,4,5 etc. of a product category or search)</li>
 	<li>If you do NOT create your own meta descriptions for each page, you may get unwanted results displaying to searchers. In a best case scenario the meta will pull some relevant, but boring description from your page's content, but in a worst case scenario you could end up with something completely irrelevant and hard to read! (see below for examples)</li>
</ul>
&nbsp;

Best Case Scenario:

<img class=""size-full wp-image-389 alignnone"" src=""http://wiki.devft.com/wp-content/uploads/2018/01/meta-best-case.png"" alt="""" width=""739"" height=""91"" />

&nbsp;

Worst Case Scenario:
<img class=""size-full wp-image-390 alignnone"" src=""http://wiki.devft.com/wp-content/uploads/2018/01/meta-worst-case.png"" alt="""" width=""712"" height=""93"" />

<span style=""text-decoration: underline;"">PRO TIP</span>: From an SEO ranking perspective, having your keyword in the description is not 100% necessary, but it will be <strong>BOLDED</strong> which may entice your searchers to click on your listing!

<img class=""alignnone size-full wp-image-388"" src=""http://wiki.devft.com/wp-content/uploads/2018/01/Meta-Descriptions.png"" alt="""" width=""1383"" height=""329"" />

<strong>How to edit your meta descriptions:</strong> go to page/product/category in the menu, then under the Yoast plugin click ""edit snippet""

<hr />

<em><strong>Content Review &amp; Optimization</strong></em>

When you are reviewing content on the site there are several opportunities to improve keyword placement and optimization. Here is a quick checklist that you can go through to harvest some ""low hanging fruit"" for content optimization!
<ul>
 	<li>Improve the use of Target keywords throughout the content
<ul>
 	<li>Is your keyword in the title, important headers, and the body?</li>
</ul>
</li>
 	<li>Make sure that important information is not missing from the pages
<ul>
 	<li>Is the content too long or too short? Can the customer easily and quickly find answers to their important questions?</li>
</ul>
</li>
 	<li>Does the page currently have a Call to Action? Where is it located?
<ul>
 	<li>If the page needs a CTA, make sure that you place it in the correct spot! 99.99% of the time it should be in a prominent location above the fold.</li>
</ul>
</li>
</ul>
Yoast is also a GREAT guide to help you with optimizing content. However, don't worry if every page on your site isn't ""Yoast Optimized."" Category and product pages don't always work the same way that content heavy and blog pages do. When you are using Yoast, make sure that they keyword you've designated in your KWR and Meta descriptions is your focus. And, as always, make sure that your content reads naturally and isn't just stuffed with a bunch of keywords!!!

<hr />

<em><strong>H-Tag Hierarchy</strong></em>

H-tags (or heading tags) are used for.....the creation of Headings! *gasp!* These headings are what makes it easy for Google to crawl and understand what your page is all about in order to list you correctly on the SERPs.

H-tags are broken out into numerical categories with H1 tags being the most important followed by H2, H3, etc. H1 tags are typically the title of the post or page and is typically the biggest heading visually as well. They H1 tags are not typically your brand or product name but are more likely to be the topic that the page is covering. Make sure that there is only ONE H1 tag per page because Google uses that tag as a major page-ranking factor. <img class=""alignnone size-full wp-image-391"" src=""http://wiki.devft.com/wp-content/uploads/2018/01/H-Tag-Hierarchy.png"" alt="""" width=""1001"" height=""405"" />

<hr />

<em><strong>Internal Linking</strong></em>

Internal linking simply refers to adding links into your page's content which link to other pages on your site. Many times there is a more appropriate page to go in-depth on a topic that is mentioned on a blog or a product page so this is where internal linking comes in handy. Google also sees internal links as a way of showing website page hierarchy. The more internal links that there are to a page, the more important that page must be. This is similar to the way that quality external links make your site more credible in the ever-loving eyes of Google.

You can either add or optimize internal links as part of your content optimization or you can make it a completely separate step in the on-page optimization process. The most important thing to keep in mind is to make sure your links point to important and related pages in relation to your content. Use keywords as an anchor text for the pages you're linking to and avoid using phrases like ""click here"" or ""read more."" A good practice to get into is inserting a link near the end of the page content that helps the user continue through the funnel and find more information on a topic.

<hr />

<strong><em>Image Optimization</em></strong>

There are several things to consider with image optimization in relation to responsiveness and site layout/design but for the purpose of this training we will focus on Alt text, titles, captions, and the like.

When Google crawls a website they cannot actually view and decipher the images that are displayed to users. Instead they rely on text cues to tell them what a picture is displaying. Your Image Title and Alt Text are what tells google what the image is and why you are using it on your site.

The Alt Description is more important to Google since that is the information that shows up in Google's image search. The Alt Description should explain what you ACTUALLY see and include the keyword only if it is RELEVANT to the image! The best place to include your keyword is actually in the Image Title, as this works as a hover-over caption on some Wordpress themes.

<span style=""text-decoration: underline;"">Good and Bad Alt Text Examples</span>

<strong>GOOD</strong>

<img class=""alignnone size-full wp-image-393"" src=""http://wiki.devft.com/wp-content/uploads/2018/01/Good-Alt.png"" alt="""" width=""593"" height=""256"" />

Title: Home efficiency window replacement
Alt Tag: Modern brick-style home with tinted windows

&nbsp;

<strong>BAD</strong>

<img class=""alignnone size-full wp-image-392"" src=""http://wiki.devft.com/wp-content/uploads/2018/01/Bad-Alt.png"" alt="""" width=""414"" height=""275"" />

Title: Firetoss Best Local SEO, Web Development, Utah SEO Agency
Alt Tag: Firetoss SEO, Firetoss Web Design, Local SEO, SEO, Search Engine Optimization

&nbsp;

Here's what would make the ""Bad"" example ""Good"":
Title: Firetoss Marketing Team Elan Maj
Alt Tag: Firetoss SEO Frat star and cougar Account Manager, Elan Maj

<em>How to update image descriptions</em>
<ol>
 	<li>Click on ""Media"" in the left navigation to access the media library</li>
 	<li>If there are hundreds of photos, sort by month so you don't get lost, angry, and question the meaning of your life</li>
 	<li>Click on the photo you want to optimize. This will allow you to access the URL, Title, Caption, Alt Text, and Description</li>
</ol>
<span style=""text-decoration: underline;"">PRO TIP:</span> pay attention to what page the photo is uploaded to! This may help you with coming up with a title. Take breaks often, and don't overthink this!

<hr />

<strong><em>Fixing Broken Links and Crawl Errors</em></strong>

There are several reasons why you may run into 404 (broken/missing page) errors but the most important thing is that you FIX THEM! Having broken pages provides a very poor user experience for anyone coming to the site, and is likely to reduce conversions and increase bounce rate and other metrics. These types of errors also alert Google to the fact that you may not have a reputable site and they will penalize you.

<strong><span style=""text-decoration: underline;"">How to Identify Crawl Errors</span></strong>

You can quickly identify any errors by checking Search Console and accessing ""Crawl Errors."" You can also run a site audit in Raven Tools and check link issues. Site errors like 500 Server errors are a BIG issue and should be fixed IMMEDIATELY. You may need the help of the web team to fix these types of errors. 404 errors are a problem if they are showing up for important pages on your site. If you are working on an e-commerce site, there will be 404 errors for products that have been removed. If there are similar products or if the product has been re-categorized you should set up a re-direct to fix the error. If the product is simply no longer available, this isn't a very big deal.

<span style=""text-decoration: underline;""><strong>Fixing these Errors</strong></span>
<ol>
 	<li>Click on ""settings"" on the left-side navigation in wordpress</li>
 	<li>Check for a re-direct plugin (install 301 redirect or Bulk Redirects if they aren't there)</li>
 	<li>Enter the URL that you want to redirect and the page you want the redirect to go to. Some plugins will ask if you want a 301 or 302 redirect- 302 redirects are short term redirects (out of stock products) and should rarely be used.</li>
</ol>",,"Departments>Marketing>Marketing Training",
399,"Electronic W-2","Use this information to access your W-2.

[embeddoc url=""http://wiki.devft.com/wp-content/uploads/2018/01/2017-Equifax-Electronic-W-2-Setup.pdf"" download=""all""]",http://wiki.devft.com/wp-content/uploads/2018/01/2017-Equifax-Electronic-W-2-Setup.pdf,"Employee Handbook>Employee Portal",
